^DATABASE = Geo													
#GSM727515 = Value for GSM727515: hippo_icr_rep3; src: hippo_ICR													
#GSM727516 = Value for GSM727516: hippo_icr_rep4; src: hippo_ICR													
#GSM727517 = Value for GSM727517: hippo_icr_rep5; src: hippo_ICR													
#GSM727518 = Value for GSM727518: hippo_icr_rep6; src: hippo_ICR													
!dataset_table_begin													
ID_REF	IDENTIFIER	GSM727507	GSM727508	GSM727509	GSM727510	GSM727511	GSM727512	GSM727513	GSM727514	GSM727515	GSM727516	GSM727517	GSM727518
10344614	chr1:3044314-3044814	179.216	174.404	183.536	166.652	153.667	174.875	171.601	191.481	165.934	173.663	151.423	212.339
10344616	chr1:3092097-3092206	15.5449	17.9568	14.553	14.744	13.3148	14.8523	15.9149	17.7312	15.895	16.8463	15.6993	12.5281
10344618	chr1:3266404-3267429	15.9214	17.8896	25.9851	23.565	18.1309	22.6296	27.6148	23.5344	28.0811	28.8624	20.1044	30.1484
10344620	chr1:3670652-3670993	103.091	98.9775	90.4122	104.654	82.8104	98.0561	94.4003	99.6786	105.851	99.5232	93.6215	103.706
10344622	Pdhb	669.184	516.248	604.631	613.379	636.7	605.548	639.136	692.762	678.257	696.739	625.129	646.263
10344624	Lypla1	994.837	881.251	1005.79	1019.33	963.764	1020.99	950.676	989.898	1040.9	994.672	914.905	959.33
10344633	Tcea1	1672.19	1684.69	1549.98	1743.9	1638.15	1645	1671.16	1622.01	1764.47	1790.47	1740.4	1711.63
10344637	Atp6v1h	2192.97	2039.9	2030.75	2035.9	1965.9	1946.64	1941.09	1964.29	1918.66	2022.81	1965.68	1826.59
10344653	Oprk1	111.29	111.742	94.5287	116.456	104.846	118.063	109.06	121.356	103.828	130.674	112.125	123.377
10344658	Rb1cc1	1416.39	1242.95	1326.36	1400.83	1311.45	1304.75	1289.89	1363.46	1395.08	1326.44	1332.82	1336.29
10344674	Fam150a	97.5631	114.035	101.845	125.309	110.364	124.334	61.0911	61.3581	117.227	102.208	121.689	110.585
10344679	St18	917.664	947.811	990.293	893.458	823.823	876.393	719.145	1051.02	1127.09	951.089	884.115	784.148
10344705	chr1:6864053-6864139	286.13	307.405	272.385	320.204	284.709	298.519	356.911	394.358	308.917	301.047	304.971	381.251
10344707	Pcmtd1	1651.3	1423.86	1561.26	1601.58	1649.8	1549.58	1455.48	1487.69	1589.39	1587.16	1537.73	1538.88
10344713	Ahcy	590.949	574.689	588.272	603.76	587.149	548.461	575.813	563.74	588.084	602.918	593.499	572.243
10344715	LOC102632303	80.4867	97.9111	73.3504	90.2134	78.767	91.2768	89.417	86.9053	91.3419	82.5272	77.154	83.725
10344717	chr1:8806219-8806328	109.569	111.767	112.847	104.861	100.141	122.059	121.796	119.881	96.3177	119.425	84.5202	107.401
10344719	chr1:8846844-8847185	266.65	268.967	258.991	238.923	260.926	294.583	303.084	277.464	273.261	229.757	215.643	265.85
10344721	chr1:9448751-9448853	8.1861	8.57391	8.12649	5.76462	8.30809	8.64533	14.5126	5.50652	9.28922	4.26588	9.40615	5.16933
10344723	Rrs1	394.436	382.641	373.65	399.282	428.888	464.376	390.417	437.501	364.833	516.862	397.276	329.998
10344725	Adhfe1	704.43	694.413	878.263	705.107	799.945	699.556	721.868	762.076	679.526	779.48	737.573	704.495
10344741	Hnrnpa3	1067.67	1137.29	1074.15	1126.96	1165.94	1097.98	1218.15	1106.57	1220.64	1275.88	1116.97	1188.14
10344743	3110035E14Rik	3938.26	3381.7	3792.1	3670.16	4329.74	3718.12	3805.19	3339.5	3804.5	3688.95	3425.31	3664.37
10344750	Sgk3	754.866	683.192	603.631	769.27	717.297	693.868	740.412	766.057	725.364	702.863	721.606	723.115
10344772	Mcmdc2	141.318	134.642	105.975	139.871	95.426	135.429	140.287	148.684	103.369	130.876	130.256	124.871
10344789	Cspp1	564.683	571.088	567.434	589.225	553.869	572.9	636.852	658.05	569.843	590.311	544.735	649.658
10344797	chr1:10029900-10029955	355.947	410.444	375.214	414.167	376.895	410.172	411.266	411.914	416.581	406.458	381.02	383.341
10344799	Cspp1	697.132	797.707	789.913	728.474	765.955	762.427	786.798	792.403	736.633	761.654	751.768	829.91
10344801	Cspp1	370.865	359.612	391.559	406.137	450.311	395.562	399.492	408.671	381.705	391.512	368.332	443.863
10344803	Cspp1	464.537	399.569	467.438	437.447	457.939	460.567	466.467	567.152	415.391	430.863	417	487.237
10344805	Cspp1	538.289	467.192	486.686	500.543	484.626	484.765	526.138	615.188	434.099	457.312	412.288	547.284
10344807	Cspp1	471.611	506.559	445.248	461.88	502.912	506.264	584.351	596.5	482.862	445.339	442.939	581.156
10344809	Cspp1	491.304	492.184	490.889	487.525	491.308	543.34	524.142	597.637	495.29	509.789	493.418	526.189
10344811	Cspp1	501.343	529.535	514.941	540.5	510.074	550.749	543.702	558.174	535.83	548.298	509.406	538.714
10344813	Cspp1	277.377	273.667	299.625	295.71	240.68	278.308	316.075	337.172	267.947	260.889	273.637	284.154
10344815	Cspp1	448.444	399.574	424.762	372.215	374.647	429.8	442.892	423.484	405.442	380.522	385.594	388.121
10344817	Cspp1	305.441	302.019	276.419	290.44	211.416	301.43	305.465	306.254	315.337	311.182	276.551	310.5
10344819	Cspp1	212.514	209.769	222.981	227.327	238.313	229.251	233.108	237.629	229.108	236.464	199.268	222.293
10344821	Cspp1	337.572	359.821	344.314	377.966	384.554	360.62	401.428	382.792	364.935	335.752	359.183	374.773
10344835	chr1:10858769-10859530	1024.8	1017.76	998.276	1002.46	882.181	957.93	1015.98	1076.69	992.359	879.217	857.477	1010.58
10344837	Prex2	1444.56	1289.36	1337.66	1412.86	1446.96	1340.42	1335.68	1307.77	1344.65	1374.99	1386.79	1439.55
10344879	A830018L16Rik	1657.36	1701.72	1616.62	1705.34	1704.82	1645.19	1823.11	1674.52	1546.5	1895.13	1951.21	1755.31
10344895	chr1:12111053-12111916	920.112	804.938	828.751	820.487	759.604	802.822	672.302	832.764	771.172	704.516	771.237	641.64
10344897	Sulf1	593.749	502.723	358.939	810.116	593.769	632.651	372.877	913.884	373.852	548.456	468.945	455.154
10344922	chr1:13052074-13052429	120.296	142.258	116.476	119.22	115.521	132.837	120.115	108.932	133.17	106.508	105.917	123.375
10344924	Xkr9	64.745	49.5064	62.7404	56.2155	57.7929	73.9945	63.5632	59.9518	48.0661	55.7617	57.089	54.4858
10344929	Msc	144.45	143.666	145.517	152.645	136.233	136.245	169.853	150.565	139.251	134.764	151.314	135.036
10344931	Rpl5	1986.04	1954.6	2030.11	1963.94	1902.43	1893.7	1983.82	2010.27	1942.8	1957.7	1800	1883.57
10344933	chr1:15062513-15062583	1158.13	959.223	1034.4	1260.34	1046.06	1277.26	1292.9	1534.53	1154.69	1446.31	1522.87	1500.62
10344935	Kcnb2	713.227	688.038	786.696	701.417	730.088	684.404	850.873	739.068	835.754	782.212	768.427	812.824
10344939	Terf1	428.887	425.265	423.192	415.702	412.395	399.065	436.962	441.871	453.685	457.087	444.418	477.188
10344950	chr1:16043416-16043969	213.117	263.77	254.409	238.638	206.093	233.719	237.58	249.621	220.402	210.047	235.041	236.479
10344952	Rdh10	456.042	486.169	458.054	501.194	490.786	483.789	412.614	494.967	432.171	475.762	448.51	485.527
10344960	Tmem70	872.318	804.795	843.696	820.38	873.59	855.124	759.024	836.455	766.973	846.66	820.221	806.449
10344966	Ly96	309.189	215.237	243.449	233.697	228.069	223.495	188.942	257.077	223.516	248.194	259.105	240.039
10344973	Gdap1	1502.42	1457.53	1530.66	1468.49	1532.97	1342.98	1481.47	1509.17	1473.18	1490.29	1466.93	1394.11
10344981	Pi15	86.9727	70.2021	85.4872	87.7997	77.5479	86.3953	69.8945	89.7654	78.9618	78.9448	81.5125	74.491
10344990	Crispld1	544.515	472.54	497.894	440.072	480.495	467.436	437.053	412.443	413.594	436.84	420.32	482.533
10345007	Tfap2d	112.807	125.667	111.731	112.264	121.85	124.365	135.512	111.997	117.641	118.845	107.503	152.187
10345016	Tfap2b	112.556	115.069	115.396	122.398	112.585	118.54	123.345	121.646	292.563	123.602	117.591	153.074
10345025	Iars	2017.32	1956.74	1916.48	2055.31	1951.3	2081.72	1856.05	2077.68	1911.22	2035.13	2115.88	2088.82
10345028	Mir206	24.3571	23.1153	26.8396	33.4351	26.235	31.0512	25.8704	30.9894	22.0955	31.6221	30.7498	25.6978
10345030	Mir133b	205.442	223.22	221.194	217.917	207.157	204.844	198.343	212.262	226.575	193.319	198.267	191.887
10345032	Il17a	227.414	233.764	224.726	220.395	223.625	251.227	218.283	204.399	245.759	191.901	201.063	172.332
10345037	Paqr8	2343.12	2178.41	2208.2	2344.21	2161.97	2331.77	2078.83	2209.25	2335.34	2092.81	2235.52	2303.04
10345046	Efhc1	200.763	174.587	152.546	204.068	153.548	198.814	171.686	219.078	167.349	169.243	162.527	183.965
10345058	Tmem14a	500.179	480.256	473.464	450.843	489.622	482.205	510.361	475.652	516.97	545.763	498.904	518.838
10345065	Gsta3	178.972	167.256	162.86	192.312	164.142	190.965	185.638	175.241	199.38	190.935	184.054	188.971
10345074	Cetn4	517.748	507.729	341.458	351.607	553.061	573.41	554.655	550.972	393.198	489.579	376.163	328.206
10345077	Khdc1a	28.3134	21.1216	30.6911	30.0082	22.0079	34.7452	44.6362	28.8564	25.3509	29.0434	34.2948	30.8395
10345079	Khdc1c	75.044	74.2606	89.7462	75.6699	68.3232	92.9172	84.1913	93.8486	88.75	75.6325	77.52	91.9783
10345083	Khdc1c	56.9659	61.6857	72.5167	59.3444	63.4341	75.1801	64.6521	74.625	78.4647	60.1156	67.0821	72.8285
10345087	Mir30a	109.239	91.7507	100.573	95.054	77.3542	97.5049	89.5599	68.0642	96.6571	80.2745	85.5653	82.3998
10345089	Mir30c-2	174.621	175.039	164.897	159.205	125.217	170.5	168.626	160.069	192.401	148.738	142.24	157.837
10345091	B3gat2	633.968	717.721	656.17	648.757	800.397	558.296	625.302	646.984	581.117	826.599	762.926	652.033
10345099	1110058L19Rik	130.693	169.766	124.238	151.586	134.013	136.907	154.159	122.587	151.698	126.02	132.36	118.591
10345101	Col9a1	306.717	364.151	332.798	340.972	316.555	365.25	343.799	335.889	374.74	321.529	328.388	355.622
10345141	Lmbrd1	2594.98	2486.44	2415	2397.67	2493.7	2434.01	2546.75	2494.22	2627.32	2608.2	2603.03	2542.16
10345167	chr1:25068786-25069604	103.497	113.195	113.196	101.56	81.4741	118.913	120.515	133.351	136.816	94.7829	109.875	122.354
10345172	chr1:25887502-25888723	218.406	239.374	256.433	233.272	226.665	227.469	225.881	245.403	220.458	257.022	246.317	260.598
10345174	Ddx3x	754.459	673.684	670.298	681.923	556.783	616.253	602.658	731.247	698.01	730.621	708.3	587.988
10345181	chr1:28994880-28995185	124.075	145.485	136.483	155.7	159.646	156.104	128.511	128.786	122.726	102.908	133.534	120.449
10345183	Cdk10	688.353	672.484	665.015	648.754	629.181	599.946	676.711	641.182	616.949	669.879	680.555	642.75
10345190	Lgsn	123.775	127.306	103.123	110.399	97.0562	110.672	113.805	112.46	117.713	111.803	102.037	113.59
10345197	Pih1d3	22.7099	27.5631	23.4991	26.0913	20.4193	35.0074	22.2205	21.7571	30.3083	24.0513	28.4976	20.2986
10345200	chr1:31331738-31344551	147.72	186.38	172.467	188.317	150.993	154.932	157.907	172.132	143.821	148.328	152.3	177.778
10345203	Paox	273.376	320.019	311.419	300.858	300.082	341.065	333.196	315.504	336.348	345.105	346.164	307.465
10345206	chr1:31792901-31793737	727.92	671.129	678.078	708.544	686.759	646.656	716.246	715.373	681.564	731.725	711.262	656.492
10345212	Khdrbs2	729.927	764.933	716.802	684.053	645.129	707.918	745.686	666.297	696.943	674.234	711.19	757
10345224	chr1:33350521-33350631	14.9494	24.3328	25.2877	28.5999	28.1553	31.2846	29.4964	34.2561	30.6089	27.7949	28.1295	31.2774
10345226	chr1:33479578-33479683	96.9272	101.237	114.035	110.662	95.0559	104.61	104.168	102.208	97.6216	109.529	96.242	110.518
10345228	1700001G17Rik	322.086	310.476	266.79	298.022	283.354	298.301	273.802	276.521	284.352	314.651	323.419	290.354
10345230	Rab23	790.429	707.215	731.906	720.194	759.588	691.287	709.607	732.203	748.413	766.774	743.099	737.488
10345241	Dst	1883.85	1780.67	1844.08	1850.91	1899.04	1856.22	2003.56	1819.01	1954.38	1893.55	1783.92	1887.32
10345350	chr1:34195098-34195180	374.907	366.852	358.79	386.31	319.343	404.147	426.879	412.734	348.494	364.171	358.996	420.812
10345352	chr1:34424597-34425851	175.555	208.277	173.596	185.294	177.575	186.547	181.505	159.905	178.286	148.038	156.515	166.718
10345357	Imp4	1038.07	904.873	988.37	1033.55	1070.5	958.625	964.959	1030.79	921.481	933.301	938.564	949.086
10345368	chr1:34503607-34503825	499.309	534.902	505.781	552.21	667.596	540.576	458.916	511.946	486.139	474.381	533.658	525.19
10345370	Ptpn18	105.583	118.433	121.786	118.456	111.871	129.097	121.559	128.742	120.083	106.492	121.118	108.091
10345387	Prss39	76.9915	72.0593	70.5168	88.4293	84.6206	84.6373	90.7123	85.4767	81.6513	86.573	95.9433	85.3023
10345393	Cfc1	202.262	272.719	212.356	196.402	210.557	225.354	194.413	219.013	233.584	223.737	238.264	208.112
10345401	Amer3	612.746	586.469	560.024	544.565	514.84	491.336	506.01	538.6	498.646	574.966	570.968	530.965
10345404	chr1:34779929-34781146	351.768	353.295	329.83	365.741	369.684	366.042	334.578	393.051	339.939	385.785	380.077	399.391
10345406	chr1:34788960-34802289	190.581	190.224	188.191	200.149	209.857	182.701	220.995	231.091	195.455	193.379	213.856	229.692
10345409	chr1:34850071-34850207	606.89	575.741	563.165	597.312	551.649	595.55	571.323	608.968	613.738	538.203	550.081	561.141
10345411	Arhgef4	2867.02	2634.75	2925.82	2743.85	2606.12	2734.98	2575.01	2591.17	2313.75	2686.05	2675.01	2599.05
10345423	Plekhb2	2629.7	2614.42	2724.74	2703.53	2873.14	2608.4	2939.91	2755.15	2805.91	2811.92	2902.19	2711.43
10345436	X16670	124.093	92.3913	106.156	72.9408	83.948	95.8851	166.451	169.204	110.262	86.3449	76.5061	83.3791
10345438	chr1:34986963-34987488	242.915	269.585	241.058	268.937	229.215	251.045	256.391	263.851	248.478	227.296	241.945	257.051
10345440	chr1:35818447-35818551	64.2046	46.8025	58.168	62.3396	54.9035	57.7828	44.1578	59.9516	50.5158	73.1904	68.3263	69.445
10345442	Hs6st1	1289.68	1165.81	1362.95	1245.65	1348.76	1186.24	1258.3	1317.04	1261.11	1309.33	1475.82	1398.66
10345445	Arid5a	353.892	369.014	365.278	346.52	347.723	353.541	366.167	365.822	361.01	332.97	349.915	352.025
10345457	chr1:36466236-36478750	109.18	129.666	110.143	123.563	113.855	119.572	127.989	126.953	134.24	121.364	120.381	122.784
10345482	Cnnm4	478.433	440.691	516.613	505.327	508.888	436.614	503.93	523.58	446.174	483.13	513.941	467.831
10345492	Cnnm3	454.303	519.598	452.301	480.159	432.761	439.321	491.776	505.167	469.205	503.397	487.286	471.192
10345504	Cox5b	5152.62	4849.18	5364.72	5376.19	5158.08	5109.69	5158.16	5367.67	5102.02	6653.1	5185.69	5281.44
10345509	Zap70	340.478	354.336	328.327	342.211	303.546	313.092	305.589	341.423	284.111	309.251	343.769	322.79
10345527	chr1:37062284-37062402	355.952	234.153	298.933	297.547	296.898	319.339	327.338	345.487	254.986	281.227	283.749	305.294
10345529	Vwa3b	256.888	224.045	229.633	229.927	214.723	247.465	214.473	238.173	211.173	223.216	220.777	225.801
10345546	chr1:37185729-37185905	310.333	198.131	290.112	240.138	246.557	240.297	194.217	273.379	168.62	259.597	235.903	241.945
10345548	chr1:37192280-37192410	458.203	377.291	375.031	408.562	342.746	358.72	349.613	425.27	275.171	403.855	368.644	374.884
10345550	chr1:37194575-37194732	340.006	244.278	293.036	249.061	226.284	263.918	226.766	304.987	182.476	268.149	246.805	276.757
10345552	chr1:37197936-37198049	1735.01	1844.98	1722.69	1783.44	1612.38	1799.01	1827.36	1754.99	1570.98	1652.37	1726.59	1955.71
10345554	chr1:37199574-37199661	183.089	143.817	155.184	154.203	147.53	166.491	130.754	189.393	116.489	150.394	156.759	151.262
10345556	chr1:37199756-37199912	253.089	267.513	236.116	257.761	220.056	232.109	212.358	246.984	216.771	232.85	239.582	211.324
10345558	Vwa3b	225.945	197.707	208.044	207.425	183.953	206.863	186.727	225.589	160.325	203.097	210.982	214.373
10345571	Cnga3	193.477	247.865	186.262	231.43	200.707	219.593	221.235	223.86	204.407	202.281	205.861	232.381
10345580	Inpp4a	2444.69	2362.74	2389.08	2401.19	2492.48	2388.04	2488.13	2435.82	2583.08	2437.66	2509.08	2451.56
10345608	Unc50	1039.71	949.075	992.641	988.838	973.862	1010.64	1031.48	1023.05	1084.5	1063.67	981.893	976.18
10345616	Lipt1	325.726	283.895	322.104	320.534	319.875	277.899	294.882	333.661	295.882	320.089	338.783	312.314
10345620	Mrpl30	799.022	764.245	835.025	826.877	786.39	741.268	761.083	775.888	690.043	712.905	747.352	695.796
10345626	Eif5b	609.386	512.338	590.422	565.18	587.37	543.309	616.662	544.727	555.085	608.659	586.141	534.025
10345656	Nms	126.47	116.091	118.319	134.235	113.244	148.446	122.015	110.33	117.242	112.608	120.139	138.186
10345666	Pdcl3	838.557	823.48	840.911	810.663	867.205	817.696	807.958	778.024	864.83	835.369	839.699	748.713
10345675	Npas2	2315	2234.21	2361.57	2116.29	2479.05	2083.71	2231	1660.52	2207.02	2133.15	2277.77	2250.06
10345698	Rpl31	3208.36	3102.2	3242.57	3160.66	3278.26	3020.83	3214.38	3008.03	3320.08	3091.85	3150.15	3118.49
10345704	chr1:39576378-39576591	521.643	491.466	612.64	532.223	559.576	583.158	594.57	664.292	601.69	602.394	569.182	558.115
10345706	Cnot11	965.834	948.959	977.671	926.556	939.537	892.756	911.495	980.039	1016.16	1074.1	1012.2	1010.95
10345715	Map4k4	988.822	1025.79	1040.92	1044.5	983.599	1070.94	987.103	1058.36	1011.07	974.754	997.792	963.411
10345752	Il1r2	88.3826	92.5827	86.114	85.3445	102.031	88.7722	92.2779	97.7332	94.6511	90.2734	83.2465	94.7607
10345762	Il1r1	325.719	302.42	348.213	343.918	299.087	299.278	255.614	384.806	204.237	294.233	288.913	279.654
10345777	Il1rl2	108.655	121.91	107.87	88.398	99.1998	117.224	96.2396	77.8551	77.2069	81.2604	77.642	80.378
10345791	Il1rl1	97.7703	95.199	95.6468	94.6102	86.5293	93.4155	103.215	108.497	89.3156	91.925	96.9022	93.8477
10345807	Il18r1	65.2193	75.0536	68.415	65.8773	56.588	71.0759	66.8188	62.238	72.0456	62.4021	63.9258	76.3695
10345824	Il18rap	147.519	161.052	160.087	158.217	136.111	163.557	162.253	163.344	130.859	161.504	149.139	146.183
10345840	Slc9a4	1109.76	1104.11	1107.49	1086.44	936.787	918.722	790.364	1042.43	604.37	1047.93	1007.13	865.711
10345855	Slc9a2	537.364	502.685	582.664	543.235	453.552	501.742	467.655	579.463	413.457	563.869	580.738	531.57
10345869	Tmem182	213.614	300.987	219.256	247.495	211.865	259.555	251.854	244.719	235.038	234.305	235.631	217.489
10345875	chr1:42160152-42192374	44.0341	62.6677	53.411	52.0389	55.6485	58.3766	66.9219	61.593	58.7842	58.0197	28.1067	49.8026
10345877	chr1:42286571-42287953	80.8505	96.882	79.3283	79.006	75.7067	95.5177	93.6835	89.6273	101.536	79.7756	94.1099	85.002
10345879	Pou3f3	856.371	940.535	933.419	869.645	969.318	827.545	836.304	805.358	818.377	812.051	816.24	910.964
10345882	Mrps9	473.835	443.365	468.139	433.236	397.321	447.807	447.101	485.596	426.58	468.53	438.833	440.598
10345895	Gpr45	509.648	564.472	569.065	529.521	537.536	532.013	590.969	568.906	495.021	557.818	590.897	553.196
10345902	chr1:43149433-43150680	97.6268	112.008	93.362	99.3494	81.4675	103.257	102.456	102.103	105.619	87.1575	104.601	103.046
10345904	AI597479	696.981	699.265	659.842	699.249	714.078	655.086	685.474	671.593	696.564	674.19	747.776	694.579
10345909	Gm8580	5679.31	5450.63	5874.46	5773.49	5529.22	5412.05	5568.49	5668.6	5598.86	5554.35	5150.71	5778.89
10345911	chr1:43327538-43327968	174.739	191.101	140.099	151.311	132.941	154.285	157.086	144.416	158.599	147.653	169.729	129.285
10345913	Nck2	828.879	832.081	866.37	792.702	756.26	787.618	753.023	790.492	753.803	864.562	792.156	746.592
10345921	1500015O10Rik	443.096	380.207	231.873	725.389	388.821	518.801	233.594	665.223	246.927	360.636	290.476	266.617
10345926	Arf1	3040.92	2702.12	2778.17	3030.59	2697.83	2714.31	2516.87	3129.47	2817.14	2773.96	3131.92	2608.8
10345928	chr1:43955145-43955957	174.11	134.472	153.012	172.898	158.51	174.422	160.395	174.599	179.817	155.891	213.58	172.802
10345930	Tpp2	1111.86	985.602	1036.54	1027.06	994.247	1013.46	965.974	1056.76	1005.46	1049.09	1025.5	1038.84
10345967	Bivm	706.63	668.714	697.353	690.504	626.789	634.509	610.871	688.669	637.388	664.833	663.98	630.688
10345981	Ercc5	587.732	610.191	590.999	587.636	563.116	558.414	603.201	596.208	571.882	599.594	565.502	618.065
10346000	Gulp1	280.296	221.672	246.729	298.411	239.706	280.086	241.23	331.159	211.271	262.783	227.646	245.911
10346015	Col3a1	334.143	365.76	342.372	336.549	348.865	367.362	358.228	375.741	338.348	348.359	349.779	364.501
10346067	chr1:45615628-45616128	11.3138	9.65811	18.8652	21.4998	7.8144	10.9585	12.5674	14.3992	16.3127	14.9018	11.8024	17.0528
10346069	chr1:45658871-45659601	249.387	193.135	173.694	214.442	190.241	149.929	157.631	185.351	166.781	204.679	144.765	152.09
10346072	chr1:45803740-45803870	254.192	280.442	262.352	257.038	245.82	264.556	256.692	235.952	270.27	236.593	225.095	237.728
10346074	Wdr75	976.307	951.386	934.72	921.853	886.338	904.374	930.065	930.443	873.303	936.129	913.143	908.924
10346098	chr1:45962474-45963649	66.3599	82.623	79.0364	67.1718	70.85	72.1485	76.9969	81.3319	69.6881	69.5921	56.7817	81.089
10346105	Rpl23a	2317.89	2215.04	2292.27	2256.32	2164.79	2089.58	2217.21	2161.58	2132.94	2197.32	1972.23	2208.73
10346107	chr1:46232431-46232727	82.4958	116.442	95.2435	99.7505	90.1364	131.23	128.451	113.119	87.433	124.786	98.3045	124.588
10346109	Dnah7b	127.689	148.142	120.594	164.66	114.908	155.049	128.169	138.198	127.054	156.581	116.559	134.585
10346114	chr1:46431042-46431160	471.08	490.97	495.311	508.707	435.942	553.244	503.184	500.297	478.464	465.881	457.077	445.177
10346116	chr1:46487608-46864207	125.182	139.315	134.223	132.98	113.035	123.085	142.487	141.39	122.124	120.554	120.269	129.021
10346137	chr1:48938557-48939567	384.822	444.268	463.904	454.053	457.317	542.017	456.793	501.634	466.973	471.663	530.324	504.762
10346139	chr1:49293099-49293775	96.174	128.721	97.0473	89.4006	101.094	104.741	106.469	110.052	115.304	107.819	101.291	105.42
10346141	chr1:49301460-49397275	69.4494	97.1818	89.2048	72.7113	79.2146	88.3763	78.7352	88.3145	78.3875	85.6683	78.1844	74.1777
10346146	chr1:50094247-50115322	294.142	298.603	310.736	306.617	273.881	308.684	356.184	337.149	301.652	350.762	311.845	350.745
10346150	Tmeff2	3241.37	3226.41	3202.06	3132.34	3242.89	3337.39	3071.73	3160.48	2921.56	3240.76	3049.69	3139.21
10346164	Sdpr	221.535	221.301	213.95	222.478	194.978	178.849	180.301	191.579	188.449	188.414	175.481	167.101
10346168	Stat4	98.9806	96.3337	92.1852	78.9747	107.328	92.8362	120.246	85.4083	126.903	90.4228	106.115	100.749
10346191	Stat1	413.841	391.642	375.091	373.962	393.729	359.593	370.955	381.07	365.015	362.541	365.64	376.685
10346222	X16670	124.093	92.3913	106.156	72.9408	83.948	95.8851	166.451	169.204	110.262	86.3449	76.5061	83.3791
10346224	Tmem194b	381.496	368.706	384.889	343.173	327.953	358.804	412.552	334.652	394.199	367.557	386.377	421.35
10346235	Hibch	438.707	361.035	387.437	384.854	345.386	398.411	343.523	447.825	398.68	402.192	394.061	371.606
10346250	Mstn	108.963	127.03	108.47	100.434	90.2203	95.361	119.293	117.44	101.888	100.643	99.9658	110.757
10346255	Ormdl1	363.627	300.764	293.169	366.347	378.237	350.313	362.798	392.986	354.345	382.522	343.805	386.804
10346260	Osgepl1	428.936	401.536	411.576	395.653	407.667	374.658	393.232	395.775	449.695	422.616	444.352	444.703
10346269	Ccdc150	72.89	68.8529	70.4778	66.4154	67.5818	82.2798	68.0621	71.3004	67.9251	69.812	68.6319	72.3118
10346298	Coq10b	506.485	522.664	516.751	488.824	566.44	505.1	555.75	497.977	551.495	532.415	530.378	512.164
10346303	Hspe1	1961.83	1650.72	1699.93	1869.59	1964.42	1812.15	1169.73	1273.35	1054.3	1476.32	1435.72	1190.95
10346310	Mob4	1512.07	1365.65	1336.87	1389.46	1392.22	1468.58	1385.81	1483.28	1338.68	1450.34	1364.32	1388.67
10346321	chr1:55283571-55285540	406.245	333.277	455.341	417.083	363.384	340.128	415.397	474.637	299.488	407.801	387.177	376.146
10346323	Mars2	505.741	517.747	479.898	524.808	548.629	523.643	475.299	485.886	452.237	523.219	501.771	539.776
10346328	Rps24	992.929	1024.27	1068.89	1036.49	1091.28	891.418	1050.62	1011.41	995.434	937.441	963.303	984.154
10346330	Plcl1	904.855	804.683	725.182	795.677	758.536	808.167	675.066	861.581	793.849	810.678	747.057	799.863
10346337	1700066M21Rik	381.177	403.121	409.313	430.205	368.746	405.278	337.514	405.914	450.735	353.142	411.62	443.889
10346340	9430016H08Rik	308.06	257.713	287.063	281.226	285.116	262.097	263.712	258.051	286.123	282.637	303.155	262.107
